PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad (ml/l),Carga máxima (kg),Color,Componente de fijación,Embalaje,Longitud (cm),Peso (kg),Plegable,Posición,Rango de uso,Terminales,Tipo de soporte,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
1049951,,MG-516-003/F,BIKE LIFT,BLIFT LIFT TABLE MAX 516 GATE FLOOR,Mesa elevadora BIKE LIFT Max 516 Gate version de suelo - MG-516-003/F,4609.05,3809.13,3047.30,8053288162399,2,8714109090,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1015872,274000,2220,1040,440,,,,,,,,,,,,,,,,230 V/Monofásico,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,https://api.mybihr.com/medias/Plan-de-fosse-Table-MAX-516-Gate-encastrable.pdf?context=bWFzdGVyfGRvY3VtZW50c3w5ODQ3NHxhcHBsaWNhdGlvbi9wZGZ8YUdJMkwyaGtOeTg1TmpRME5EYzJPVFUyTnpBeUwxQnNZVzRnWkdVZ1ptOXpjMlVnVkdGaWJHVWdUVUZZSURVeE5pQkhZWFJsSUdWdVkyRnpkSEpoWW14bHxjYmE4YWRmZjYwYmM5OGZkYjFhZDMzMTRiY2UwZTZkNTgyYTNlYTFkMzIyYjg1YjQ4NGYxNTVmYzMyMzYyYzVk,France Warehouse (Parts)
1049913,,997569010100,BIKE LIFT,BLIFT LIFT TABLE 756 GATE FLOOR ELECTR,"BIKE LIFT Absolute 756 Mesa elevadora para puertas - electrohidráulica, empotrada, negra - AG756-003",4862.72,4018.78,3215.02,8053288166106,9,8428909000,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,961272,290000,2370,1040,390,,,,,,,,,,,,,,,,230 V/Monofásico,https://api.mybihr.com/medias/800Wx800H-1049913-1.jpg?context=bWFzdGVyfHJvb3R8MjM4NDUzfGltYWdlL2pwZWd8YUdGbUwyZzFNUzgwTlRRME5qZ3hNemt3T1RBeU1pODRNREJYZURnd01FaGZNVEEwT1RreE15MHhMbXB3Wnd8MGM1NjdkMmRmZTU1MjcyYWJlYTU3NmNmN2Q4YTRhMDhjZDU1OWRiMGFlZmY2YTExZDY3NzM3ZDlmYTc1ZGEyMw,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,https://api.mybihr.com/medias/BUCA-ABSOLUTE-FLOOR.pdf?context=bWFzdGVyfHJvb3R8OTcxMzd8YXBwbGljYXRpb24vcGRmfGFEQTJMMmhtTUM4ME9Ea3hPRE00TmpJM09EUXpNQzlDVlVOQklFRkNVMDlNVlZSRklFWk1UMDlTTG5Ca1pnfDA0YmM1OTVlYTdmNDNkNWVjODY0M2E5N2Y0MjdhNTBkNDQxZTdmM2E1OTNhOTVkOTE5YTI4NmIyOThiMTY2YjU,France Warehouse (Parts)
1049919,,905163010200-OR,BIKE LIFT,BLIFT LIFT TABLE MAX 516 GATE ORANGE,Mesa elevadora BIKE LIFT Max 516 Gate naranja KTM - MG-516-003,5557.77,4593.20,3674.56,3661738048886,1,9403208000,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,471960,270000,2300,1140,180,,,,,Naranja,,,,,,,,,,,,https://api.mybihr.com/medias/1049919-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE1ODE0fGltYWdlL2pwZWd8YURoa0wyaGpOQzg0T0RjME16a3dNREk0TXpFNEx6RXdORGs1TVRrdE1WODRNREJYZURnd01FZ3xhMGY4ZTgxZTEzMTI3ODU1M2YzNTg1MzZlMjY4Y2E1MWQ3OTJmZjM0YmUxMzM5NWYyYjQyYjc2MzI5YjI3OGIw,https://api.mybihr.com/medias/1049919-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3MzZ8aW1hZ2UvanBlZ3xhRFZrTDJoallpODRPRGMwTXprd01qSTBPVEkyTHpFd05EazVNVGt0TWw4NE1EQlhlRGd3TUVnfDM4YjA1OWYwNmFhYWU5M2M1ODljNGE4MTkzYTczOTc0NGI0OWNiNTg3ZTFiMjVhYTExNDg4NWZhMzRiMTA3NTI,https://api.mybihr.com/medias/1049919-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjEyOTk1fGltYWdlL2pwZWd8YURKa0wyaGtNaTg0T0RjME16a3dOREl4TlRNMEx6RXdORGs1TVRrdE0xODRNREJYZURnd01FZ3xiMDBhOTY0M2YxMGY4ZDVlM2Q3ODM2MmNhNjZlMTFmZTE4MDgzMGEwYjBkNGEwZTdlZTlmYWEzZjU4Y2RmYTEw,https://api.mybihr.com/medias/1049919-4-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4OTY5fGltYWdlL2pwZWd8YUdWaUwyaGtPQzg0T0RjME16a3dOakU0TVRReUx6RXdORGs1TVRrdE5GODRNREJYZURnd01FZ3w3ZDc1ZTdkM2UzOTU2MzdhYzYwZTY4NDFiZWEyNTNmOTk2MWVkOWY0YmE2NWVmZTU4NmM1MjExZTM5ODNlOWU1,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049929,,CM500-003,BIKE LIFT,BLIFT LIFT TABLE CUSTOM 500 ELECTRO,Mesa elevadora electrohidráulica extraplana BIKE- LIFT Custom 500 - CU500-003,5530.11,4570.34,3656.27,50100012,0,8428909000,0,0,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}
</style>
</head>
<body> 
<p>
La mesa elevadora Custom 500, con una altura mínima de 9 cm y una altura máxima de 110 cm, es la compañera ideal para grandes Harleys y motocicletas personalizadas.
</p>
<p>
 
</p>
<ul>
<li>
Mecanismo: Bomba electro-hidráulica
</li>
<li>
Potencia: 200V/50Hz
</li>
<li>
Capacidad máxima de carga: 500 kg
</li>
<li>
Altura máxima: 110 cm
</li>
<li>
Altura mínima: 9 cm
</li>
<li>
Muescas de seguridad: 8
</li>
<li>
Trampilla trasera deslizante
</li>
<li>
Tamaño de la superficie de trabajo: 220x75 cm
</li>
<li>
Tamaño de la rampa de acceso deslizante: 51,6x24 cm
</li>
<li>
Dimensiones totales: 220x92 cm
</li>
<li>
Dimensiones de las alas laterales: 220x8,5 cm
</li>
<li>
Peso: 285 Kg
</li>
</ul>
<p>
 
</p>
<p>
Equipo incluido
</p>
<p>
 
</p>
<ul>
<li>
Rampa de acceso
</li>
<li>
Alas laterales
</li>
<li>
Tope de rueda
</li>
</ul>
</body>
</html>","
 
 

  


 

La mesa elevadora Custom 500, con una altura mínima de 9 cm y una altura máxima de 110 cm, es la compañera ideal para grandes Harleys y motocicletas personalizadas.


 



Mecanismo: Bomba electro-hidráulica


Potencia: 200V/50Hz


Capacidad máxima de carga: 500 kg


Altura máxima: 110 cm


Altura mínima: 9 cm


Muescas de seguridad: 8


Trampilla trasera deslizante


Tamaño de la superficie de trabajo: 220x75 cm


Tamaño de la rampa de acceso deslizante: 51,6x24 cm


Dimensiones totales: 220x92 cm


Dimensiones de las alas laterales: 220x8,5 cm


Peso: 285 Kg



 


Equipo incluido


 



Rampa de acceso


Alas laterales


Tope de rueda



",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1425792,340000,2370,940,640,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049929-1.jpg?context=bWFzdGVyfHJvb3R8OTk5MTV8aW1hZ2UvanBlZ3xhR0kyTDJneE55ODRNRE0xTlRVMk1EVXlNVGMxT0M4NE1EQlhlRGd3TUVoZk1UQTBPVGt5T1MweExtcHdad3w4OGU4Y2EyNDRjYzI1Y2Q0OTE2Y2QzMmEzMzA2MWM2Y2IwOTQ4OWIxMzIxMGY2MzJlOGIzMzY5MDIxNjVmMDU4,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049884,29491,907020020100,BIKE LIFT,BLIFT ACCESSORIES ADJUSTABLE ADAPT 20MM,BIKE LIFT Rampa para Vehículos de 3 Ruedas DL-003 - RA-20,13.09,10.82,8.66,8430525294912,1,8428909000,0,1,"Adaptador de goma 20mm para caballete central.<br>No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.<br>","Adaptador de goma 20mm para caballete central.No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,371,414,122,160,19,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049884-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDk2MTZ8aW1hZ2UvanBlZ3xhR1l6TDJnM1lpODRPVE01TlRNNE1USXdOek0wTHpFd05EazRPRFF0TVY4NE1EQlhlRGd3TUVnfDE0NGI2OWY2MjJkNDc3OWU0ZWJjY2QzN2Q0ZTViY2E1N2YxMmRmM2RkZWE4MDQ5MmNjNmNhMDUwNzgyZDYzMzY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049885,29492,907030020100,BIKE LIFT,BLIFT ACCESSORIES ADJUSTABLE ADAPT 40MM,BIKE LIFT DL-003 Base Deslizante para Gato Hidráulico - RA-40,16.31,13.48,10.78,8430525294929,3,8428909000,0,1,"Adaptador de goma 40mm para caballete central.<br>No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.<br>","Adaptador de goma 40mm para caballete central.No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,849,1003,163,124,42,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049885-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDk2MjN8aW1hZ2UvanBlZ3xhR0l3TDJnNE1pODRPVE01TlRNNE16RTNNelF5THpFd05EazRPRFV0TVY4NE1EQlhlRGd3TUVnfDI1MjlkNTgyNDVlNTc5NWZjY2YyMjVhOTEyMzc5M2Q2NTVmN2Q2NGU1NWEwYTlkMmMxMjRkOTI2MzM1NmFkYWY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049917,,905163010200-BK,BIKE LIFT,BLIFT LIFT TABLE MAX 516 GATE BLACK,Mesa elevadora BIKE LIFT Max 516 Gate negro - MG516-003,4446.22,3674.56,2939.65,8053288162368,0,8428909000,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1059864,285000,2370,1040,430,,,,,Negro,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049917-1.jpg?context=bWFzdGVyfHJvb3R8MTc1NjkzfGltYWdlL2pwZWd8YUdRMUwyZzVOeTgyTkRZMk16VXhOVGd5TkRFMU9DODRNREJYZURnd01FaGZNVEEwT1RreE55MHhMbXB3Wnd8YzM3YTc1NzUwN2QxYjlhM2RkYTE1ZTVmOTQ1OGEwYzg0NmZmYjMyYWEwNjMzYjJhOTgxNDJjMDY3YzU5ZjM0Nw,https://api.mybihr.com/medias/800Wx800H-1049917-2.jpg?context=bWFzdGVyfHJvb3R8OTI1OTF8aW1hZ2UvanBlZ3xhRFZoTDJnME9TODJORFkyTXpVeE5qQXlNRGMyTmk4NE1EQlhlRGd3TUVoZk1UQTBPVGt4TnkweUxtcHdad3wyOTYwNzcxYjg4ZWM0MTk4ZGRhNmFlMmQ1ODI1M2IzZGJjMTIxNTQ2Njc2MzRhYmIzYTdjZmY1ODQzZjdiNWY3,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049886,29493,907040020100,BIKE LIFT,BLIFT ACCESSORIES ADJUSTABLE ADAPT 60MM,BIKE LIFT Absolute 756 Gate - Versión Electrohidráulica Incorporada Negro - RA-60,20.92,17.29,13.83,8430525294936,1,8428909000,0,1,"Adaptador de goma 60mm para caballete central.<br>No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.","Adaptador de goma 60mm para caballete central.No todos los chasis de Quads/ATVs y motos Offroad son iguales, por lo que muy a menudo es mejor usar las gomas adaptadoras bajo el chasis del vehiculo. Compuestos de caucho, estabilizan y previenen daños al chasis. Están disponibles en 3 alturas.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1208,1440,161,121,62,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049886-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDk1OTN8aW1hZ2UvanBlZ3xhREprTDJnMU55ODRPVFV6T0RRek56RXlNRE13THpFd05EazRPRFl0TVY4NE1EQlhlRGd3TUVnfDdhNzViYmM3OGMzMWFiMDU2ZTE2ZWI4OTMyZTE2OGU2MzRkZDkxYmU4NWJmZTQ0NmZhMDYxNmZjODhjOTQ4YjY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1109786,,620101010201,BIKE LIFT,BLIFT SPARE PART HOSE FOR TABLE,Recambio postventa cubierta mesa BIKE LIFT,41.02,33.90,33.90,8053288167912,1,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,1331,192,171,173,45,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1114127,,901070101000/BLK,BIKE LIFT,BLIFT BIKE STAND FRONT STAND STAT BLK,Caballete delantero universal BIKE LIFT negro - FS-9,70.75,58.47,46.78,,4,7326909890,0,1,"<p data-isautotranslation=""1""></p>Soporte universal delantero para acoplarse en la parte inferior de la horquilla delantera de la motocicleta.

- No diseñado para horquilla delantera asimétrica
- Ancho: 230 mm
- Carga máxima: 200 kg

Ten cuidado, solo se puede utilizar en combinación con un soporte trasero ya colocado.","
Soporte universal delantero para acoplarse en la parte inferior de la horquilla delantera de la motocicleta.

- No diseñado para horquilla delantera asimétrica
- Ancho: 230 mm
- Carga máxima: 200 kg

Ten cuidado, solo se puede utilizar en combinación con un soporte trasero ya colocado.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,57,3160,59,30,32,,,,,Negro,,,,,,Delantero,,,Sin Soporte,,,https://api.mybihr.com/medias/800Wx800H-1114127-1.jpeg?context=bWFzdGVyfHJvb3R8NjQwNjF8aW1hZ2UvanBlZ3xhR0k0TDJoak5pODVPRFF5TWpJMU5EUXdNell4TkM4NE1EQlhlRGd3TUVoZk1URXhOREV5TnkweExtcHdaV2N8ZjQ4ODdmMDM0YzRhMGRhNGU4M2QxNGVhN2FmYTE5ZjNhOGI5NTVkNmUxZmM3MzA0MGI2YTdkYzViNGZkMjI1Mw,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049947,29530,MF-PU-A,BIKE LIFT,BLIFT SPARE PARTS CORNER CONNECTOR,Conexión de esquina para estaciones de trabajo profesional,114.95,95.00,52.25,8430525295308,2,8714109090,0,1,<p>Conexión de esquina de estaciones de trabajo profesional.</p><p>&nbsp;</p><p>&nbsp;</p>,"
Conexión de esquina de estaciones de trabajo profesional.
 
 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,16268,3530,280,830,70,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049947-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ4MTF8aW1hZ2UvanBlZ3xhRFEwTDJnMk55OHhOVFF5TmpBek9ETXdNRGN3TWk4eE1EUTVPVFEzTFRGZk9EQXdWM2c0TURCSXwyMjMzM2IzMTNhMTU5Y2I1N2U2YTkwNjAxNzgzYzc1ZDY5ODkxYTBjNTI3MDUyMWRjNjZhNjQ3NzFiNGYwZjk1,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049969,29523,W-42,BIKE LIFT,BLIFT ADJUSTABLE WHEEL CLAMP W 42,"Mordaza para rueda universal regulable 12-21"" - W-42",342.42,282.99,226.39,8430525295230,1,8714109090,0,1,Bloqueador de&nbsp;rueda W-42 N&nbsp;ajustable universal.<br>Ajustable en 3 alturas y 7 anchuras. Para ruedas de 12’’-21’’.,Bloqueador de rueda W-42 N ajustable universal.Ajustable en 3 alturas y 7 anchuras. Para ruedas de 12’’-21’’.,TOOLING & WS,WS,WS. LIFTING EQUIP.,,101355,11883,666,373,408,,,,,Negro,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/800Wx800H-1049969-1.jpg?context=bWFzdGVyfHJvb3R8OTEyOTF8aW1hZ2UvanBlZ3xhRGszTDJnNU15OHpNekV6TVRjeU9UZ3hNelV6TkM4NE1EQlhlRGd3TUVoZk1UQTBPVGsyT1MweExtcHdad3w2MjkxMjIyYzEwZjdjZDA3MzIwZTY0MmQ5ZDEwNDRmMGFmNTg1OTk0OGQ5MjIxOTU1NDQ1MGZlYmZmNmY1Njhl,https://api.mybihr.com/medias/800Wx800H-1049969-2.jpg?context=bWFzdGVyfHJvb3R8MTA2NTcwfGltYWdlL2pwZWd8YURZMkwyZzJaaTh6TXpFek1UY3pNREl3TmpjMU1DODRNREJYZURnd01FaGZNVEEwT1RrMk9TMHlMbXB3Wnd8ZDBhN2ZmODBlYTA3MjVhYjFiOTgwZGQ1MTM5OTgyOTZhZjNiMGE5ZGEwNTE5MmFlODRjN2Y4OGM0NzA2ZjZlOQ,https://api.mybihr.com/medias/800Wx800H-1049969-3.jpg?context=bWFzdGVyfHJvb3R8MTYyOTU4fGltYWdlL2pwZWd8YUdFMEwyZzNZUzh6TXpFek1UY3pNRFU1T1RrMk5pODRNREJYZURnd01FaGZNVEEwT1RrMk9TMHpMbXB3Wnd8MjVmZjg4ZWJmYzBlMzgxYzRlMmRlOWI3NzAyZjYwNWVlYjZiYjZlYzk2ZmNmNzc0ZDQzNWY0MmU4MTU3MjJhYg,https://api.mybihr.com/medias/800Wx800H-1049969-4.jpg?context=bWFzdGVyfHJvb3R8OTA2MjV8aW1hZ2UvanBlZ3xhRFExTDJnNE9DOHpNekV6TVRjek1EazVNekU0TWk4NE1EQlhlRGd3TUVoZk1UQTBPVGsyT1MwMExtcHdad3w4ODE3ZjUzNWU0NjhmMTAyMzVmNzFhYTdmYzczMWM2NWRjYzNkZThmN2ZjN2IzZmJmZTM4MGI4MmQ5YzY1MzBj,https://api.mybihr.com/medias/800Wx800H-1049969-5.jpg?context=bWFzdGVyfHJvb3R8ODU0NDh8aW1hZ2UvanBlZ3xhRGRsTDJoa1pDOHpNekV6TVRjek1UTTROak01T0M4NE1EQlhlRGd3TUVoZk1UQTBPVGsyT1MwMUxtcHdad3wyYTliOGRkOGRjZjNlODk1MzIxNmQ0NzJmNGNjZGIyYjg2ZDIxMjRhYmM2MjU0MWM3OTY3NTI5OTZmMDdiMTVl,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1107239,1107239,510202002000,BIKE LIFT,BLIFT MORS PROTECTION,Gomas de recambio para abrazadera Feedback caballete de trabajo Bike-Lift,35.01,28.93,23.14,8053288167851,2,9403208000,0,0,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,365,183,109,67,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1107239-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMyMzI2fGltYWdlL2pwZWd8YURBMkwyZ3haaTh4TVRNNU9UWTBNamt6T1RReU1pOHhNVEEzTWpNNUxURmZPREF3VjNnNE1EQkl8MTNmM2JlNWU1Y2I2ZDU5YTUzNGEwZGJlYThlYzIzY2UzY2FhYjYwMzY0ODJiNTE3OTJlMjMyZjliMGJlZDU5NQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1109653,,G-004/10R,BIKE LIFT,BLIFT LIFT TABLE GARDEN 1000 REMOTE,Elevador de taller BIKE LIKT Garden 1000 electrohidráulico - G-004/10R,4717.77,3898.98,3119.18,8053288161972,1,8428909000,0,1,"<p data-isautotranslation=""1""></p><p>Mesa elevadora con control remoto</p>
<ul>
	<li>Mecanismo: Electrohidráulico</li>
	<li>Carga máxima: 100kg</li>
	<li>Altura máxima: 100cm</li>
	<li>Altura mínima: 20cm</li>
	<li>Posiciones de seguridad: 6</li>
	<li>Dimensiones de la mesa: 215x120cm</li>
	<li>Dimensiones de las rampas: 82x24cm</li>
	<li>Dimension general: 225x120cm</li>
	<li>Alimentación eléctrica: 230V / 50hz</li>
</ul>","

Mesa elevadora con control remoto

	Mecanismo: Electrohidráulico
	Carga máxima: 100kg
	Altura máxima: 100cm
	Altura mínima: 20cm
	Posiciones de seguridad: 6
	Dimensiones de la mesa: 215x120cm
	Dimensiones de las rampas: 82x24cm
	Dimension general: 225x120cm
	Alimentación eléctrica: 230V / 50hz
",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1444600,300000,2330,1240,500,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109653-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcyOTl8aW1hZ2UvanBlZ3xhRGd6TDJnNU5TOHhNamMxT1RJNU1UazFNekU0TWk4eE1UQTVOalV6TFRGZk9EQXdWM2c0TURCSXxkZDNkY2UyMTk2YzkzOTljNjczYTQzYzJiYjA0ZjA2MGJlNjlhMWQyNTk2MmNlNGFmMzIxOTc3Y2Q5NTkxNWNk,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1114856,,SP756-003,BIKE LIFT,BLIFT LIFT TABLE ABSOLUTE SPIDER,Elevador de taller BIKE LIFT Absolute 756 Spider - SP756-003,5152.97,4258.65,3406.92,,0,8428909000,1,1,"<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p><p>La mesa elevadora Absolute 756 Spider est&aacute; dise&ntilde;ada para elevar hasta 750 kg a una altura de 1m30.</p>
<p>Est&aacute; equipada con una trampilla trasera que se desliza para facilitar el acceso a la rueda.&nbsp;</p>
<p>Permite trabajar con seguridad y comodidad gracias a su resistencia y estabilidad.&nbsp;</p>
<ul>
	<li>Mecanismo: Electrohidr&aacute;ulico (con mando a distancia)</li>
	<li>Alimentaci&oacute;n el&eacute;ctrica: 230V / 50Hz</li>
	<li>Capacidad m&aacute;xima: 750Kg</li>
	<li>Altura m&aacute;xima: 130cm</li>
	<li>Altura m&iacute;nima: 20cm</li>
	<li>Cierres de seguridad: 8</li>
	<li>Puerta trasera deslizante</li>
	<li>Dimensiones de la bandeja: 220 x 75cm</li>
	<li>Dimensiones de las extensiones laterales: 97 x 42cm</li>
	<li>Dimensiones de la rampa: 82 x 51cm</li>
	<li>Dimensiones totales: 230 x 160cm</li>
	<li>Peso: 290Kg</li>
</ul>","
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.
La mesa elevadora Absolute 756 Spider está diseñada para elevar hasta 750 kg a una altura de 1m30.

Está equipada con una trampilla trasera que se desliza para facilitar el acceso a la rueda. 

Permite trabajar con seguridad y comodidad gracias a su resistencia y estabilidad. 

	Mecanismo: Electrohidráulico (con mando a distancia)
	Alimentación eléctrica: 230V / 50Hz
	Capacidad máxima: 750Kg
	Altura máxima: 130cm
	Altura mínima: 20cm
	Cierres de seguridad: 8
	Puerta trasera deslizante
	Dimensiones de la bandeja: 220 x 75cm
	Dimensiones de las extensiones laterales: 97 x 42cm
	Dimensiones de la rampa: 82 x 51cm
	Dimensiones totales: 230 x 160cm
	Peso: 290Kg
",TOOLING & WS,WS,WS. LIFTING EQUIP.,,471960,270000,2300,1140,180,,,,,,,,,,,,,,,,230 V/Monofásico,https://api.mybihr.com/medias/1114856-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0MTkzfGltYWdlL2pwZWd8YUdZMUwyaGlNQzh4TlRJNE5UWXpPVEV4T0RnM09DOHhNVEUwT0RVMkxURmZPREF3VjNnNE1EQkl8ZmI3NGJkOGEwNjA0YjJiZWI1MTU1N2I0OTIxNmEzMDQ4NzkxMjMwZDRhNmQ1ZWUzNWY2NWE2ZmIyYzgzYzZlZQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
