PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
9007023,,11120138,HEIDENAU,HEIDE TIRE K66 140/70-16,Neumático HEIDENAU K66 140/70-16 M/C 65S TL,151.25,125.00,77.50,4027694121381,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,48734,6050,590,590,140,70,140,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,65,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007023-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRE00TDJobFpTODFNVE0wTXpZMk5qQTFNekUxTUM4NE1EQlhlRGd3TUVoZk9UQXdOekF5TXkweExtcHdad3w0YWU5OTg5YzdiNjgwNzFiY2UwYTExNTVjMjI0NDQ0NjQyOGM3MWM1MjQ0MTc5YTY2NWVjZDE2ZjhjYTRlNGU4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007006,,11120147,HEIDENAU,HEIDE TIRE K66 100/80-14,Neumático HEIDENAU K66 REINF 100/80-14 M/C 54S TL,85.91,71.00,44.02,4027694121473,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,28611,3100,510,510,110,80,100,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,54,S < 180 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007006-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRE0zTDJnM05pODFNVE0wTXpZMU9UTTJPRFEzT0M4NE1EQlhlRGd3TUVoZk9UQXdOekF3TmkweExtcHdad3wzYzBkNmViOGUzOTQzYWM1NzdlZjhkYmNjMGNlOGQ1NjAwZGUyMDA5YWQ5MDdmZDgxY2VhY2RjZTcxNDgyOWU3,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006410,,11160072,HEIDENAU,HEIDE TIRE K58 MOD. 130/70-12,Neumático HEIDENAU K58 MOD. 130/70-12 62P TL M+S SNOWTEX,131.29,108.50,67.27,4027694160724,0,4011400000,0,1,"<p><strong>K58 Mod.</strong></p>
<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación. El K58 Mod. es una versión modificada del K58 para que funcione mejor con los scooters de tamaño medio y las motos pequeñas como las Groms y las Z125 que se ajustan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los grandes bloques de la banda de rodadura y los surcos adicionales proporcionan una gran tracción sin importar el tiempo que haga.</p>
<p><strong>Manejo</strong></p>
<p>A pesar de su aspecto de tacos, el K58 ofrece una conducción sólida y cómoda, en la calle o en la tierra.</p>
<p><strong>NEUMÁTICOS DE INVIERNO SNOWTEX</strong></p>
<p>La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.</p>
<p><strong>Condiciones técnicas de uso:</strong></p>
<ul>
	<li>Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.</li>
	<li>Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.</li>
	<li>Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.</li>
</ul>
","
K58 Mod.

Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación. El K58 Mod. es una versión modificada del K58 para que funcione mejor con los scooters de tamaño medio y las motos pequeñas como las Groms y las Z125 que se ajustan a estas medidas.

Agarre en mojado

Los grandes bloques de la banda de rodadura y los surcos adicionales proporcionan una gran tracción sin importar el tiempo que haga.

Manejo

A pesar de su aspecto de tacos, el K58 ofrece una conducción sólida y cómoda, en la calle o en la tierra.

NEUMÁTICOS DE INVIERNO SNOWTEX

La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.

Condiciones técnicas de uso:

	Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.
	Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.
	Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.

",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,31213,3540,490,490,130,70,130,Scooter todas las estaciones (M+S),,12,X-Ply,Neumáticos de motocicleta y scooter,,62,P < 150 km/h,Mud and Snow,K58 MOD.,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006410-1.jpg?context=bWFzdGVyfHJvb3R8Nzg2NDB8aW1hZ2UvanBlZ3xhRE14TDJnNU1pOHlPVGN6TnpReU5URXdPVEF5TWk4NE1EQlhlRGd3TUVoZk9UQXdOalF4TUMweExtcHdad3xjZGI5MTYxMzU2YWJlNTI5Y2U3ZGFjNDM5N2YzYzA5Yzk3NDM2YWU0N2QyZjkyYTFiYWIxOThlYTdiYTMwODJh,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007004,,11120153,HEIDENAU,HEIDE TIRE K66 100/90-14,Neumático HEIDENAU K66 REINF 100/90-14 M/C 57P TL,101.64,84.00,52.08,4027694121534,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,27702,3550,540,540,95,90,100,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,57,P < 150 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007004-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR1psTDJoa09DODFNVE0wTXpZMU9EVTRNakEwTmk4NE1EQlhlRGd3TUVoZk9UQXdOekF3TkMweExtcHdad3xkNDQ4NGVjZjAwZDBhYjdiNmRjM2VkZDFjNDliYmIxMTNjYmVkZDRkYjE0OTgyNDIwYmY1YjNlMDM4MzJhOTM5,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007018,,11120131,HEIDENAU,HEIDE TIRE K66 90/80-16,Neumático HEIDENAU K66 REINF 90/80-16 M/C 52J TL,75.63,62.50,38.75,4027694121312,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,26686,3100,530,530,95,80,90,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,52,J < 100 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007018-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRGcyTDJnelpTODFNVE0wTXpZMk5EQTROekEzTUM4NE1EQlhlRGd3TUVoZk9UQXdOekF4T0MweExtcHdad3wwZmE1ZTA2YWI5ZWQ3MmI3YTBjZWI2YzYzZjBhZDYxMTg0OWNkZWUwMThkYTEzZTU0OWY5YjVhMjY2OGM2ODE4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007019,,11120098,HEIDENAU,HEIDE TIRE K66 100/80-16,Neumático HEIDENAU K66 REINF 100/80-16 M/C 56P TL,100.43,83.00,51.46,4027694120988,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,31763,3300,550,550,105,80,100,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,56,P < 150 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007019-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhREkyTDJnMFl5ODFNVE0wTXpZMk5EUTRNREk0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOekF4T1MweExtcHdad3xmNjhiZmQzNjJhNDY0Yjk1MjI3ZDJlOGQ1N2MxMzg2YTE2MWVkMTJjMjljNmNkZmNiMmM0Nzc4OGQ3YWU4Yjg5,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007015,,11120128,HEIDENAU,HEIDE TIRE K66 130/80-15,Neumático HEIDENAU K66 130/80-15 M/C 63P TL,145.20,120.00,74.40,4027694121282,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,43513,4850,590,590,125,80,130,"Scooter, ciclomotor",,15,X-Ply,Neumáticos de motocicleta y scooter,,63,P < 150 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007015-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRE5qTDJnM055ODFNVE0wTXpZMk1qa3dOelF5TWk4NE1EQlhlRGd3TUVoZk9UQXdOekF4TlMweExtcHdad3w5YWMzYTExNGI2OTNmNWY3MDM3MmY3ODBmMWM2ZjgwNmUwN2E2MzBjZGZmYWUyYjg0MWY2ODI1ZjI3ZDc3MmVj,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007008,,11120101,HEIDENAU,HEIDE TIRE K66 120/80-14,Neumático HEIDENAU K66 120/80-14 M/C 58S TL,108.90,90.00,55.80,4027694121015,1,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,39325,4120,550,550,130,80,120,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,58,S < 180 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007008-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRFkzTDJnNVlTODFNVE0wTXpZMk1ERTFORGt4TUM4NE1EQlhlRGd3TUVoZk9UQXdOekF3T0MweExtcHdad3w0OTI0NzA0ZWUzMTFiYTNhNWRlNTIxZWQ4NTgwZWM4NDBkMDZlMGE2ZTUwNTEwNDA2NmZjMzkzODhiNzRlYThm,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007014,,11120141,HEIDENAU,HEIDE TIRE K66 160/60-14,Neumático HEIDENAU K66 160/60-14 M/C 65H TL,179.69,148.50,92.07,4027694121411,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,48400,5360,550,550,160,60,160,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,65,H < 210 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007014-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR05oTDJnNE5DODFNVE0wTXpZMk1qVXhOREl3Tmk4NE1EQlhlRGd3TUVoZk9UQXdOekF4TkMweExtcHdad3xiNjFmNDgyOTdmMzcwOTI2NDk0NzZlYjZmMGI2YTJlYmI5YmYyZTViOWNiMzQ4ZWQ0MzRiNDE1Yzc1NTM1YmNi,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006435,,11160059,HEIDENAU,HEIDE TIRE K62 140/60-13,Neumático HEIDENAU K62 140/60-13 M/C 63P TL,132.50,109.50,67.89,4027694160595,0,4011400000,0,1,"<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en funci&oacute;n de la aplicaci&oacute;n o el tama&ntilde;o. El K62 es una versi&oacute;n modificada del K66 para que funcione mejor con los scooters de menor tama&ntilde;o que se adaptan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.</p>
<p><strong>Manejabilidad y longevidad</strong></p>
<p>El patr&oacute;n de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con m&aacute;s goma en la carretera, una vida m&aacute;s larga.</p>","
Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación o el tamaño. El K62 es una versión modificada del K66 para que funcione mejor con los scooters de menor tamaño que se adaptan a estas medidas.

Agarre en mojado

Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.

Manejabilidad y longevidad

El patrón de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con más goma en la carretera, una vida más larga.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,32256,3970,480,480,140,60,140,Scooter todas las estaciones (M+S),,13,X-Ply,Neumáticos de motocicleta y scooter,,63,P < 150 km/h,,K62,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006435-1.png?context=bWFzdGVyfHJvb3R8NDQ5OTU2fGltYWdlL3BuZ3xhREJpTDJobU1TOHlPVGN6TWpBMU16Y3hNamt5Tmk4NE1EQlhlRGd3TUVoZk9UQXdOalF6TlMweExuQnVad3xiZGJhYjdjYmZmYzVjYmI1YjBmODI1YWZmZmI2ZDA0ODA5ZDYzMTM0YzI3Y2M2N2M5MzFlMjk0MWVjZGEyODcy,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007020,,11120103,HEIDENAU,HEIDE TIRE K66 120/80-16,Neumático HEIDENAU K66 120/80-16 M/C 60S TL,139.15,115.00,71.30,4027694121039,1,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,42483,5250,595,595,120,80,120,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,60,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007020-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR0kwTDJnMU9TODFNVE0wTXpZMk5EZzNNelV3TWk4NE1EQlhlRGd3TUVoZk9UQXdOekF5TUMweExtcHdad3wxNzE3MWMxN2U4NzBjMGFhODhiZDgxZGNhZDA1N2M5N2M5YTJmNjg0ZDI3NjIwNTA0OTBmN2Q3NzYzOTQwYWFj,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
